tier,run,id,expression,correct_answer,response,parsed_answer,correct,parse_failed
baseline,1,44,13 * 2,26,26,26,True,False
baseline,1,45,12 * 7,84,12 * 7 = 84,84,True,False
baseline,1,46,13 * 8,104,104,104,True,False
baseline,1,47,13 * 3,39,13 * 3 = 39,39,True,False
baseline,1,48,16 * 6,96,96,96,True,False
baseline,1,49,16 * 6,96,96,96,True,False
baseline,1,50,11 * 3,33,33,33,True,False
baseline,1,51,17 * 7,119,17 * 7 = 119,119,True,False
baseline,1,52,14 * 6,84,14 * 6 = 84,84,True,False
baseline,1,53,17 * 3,51,51,51,True,False
baseline,1,54,17 * 7,119,17 * 7 = 119,119,True,False
baseline,1,55,17 * 4,68,17 * 4 = 68,68,True,False
baseline,1,56,14 * 8,112,112,112,True,False
baseline,1,57,13 * 3,39,13 * 3 = 39,39,True,False
baseline,1,58,14 * 6,84,14 * 6 = 84,84,True,False
baseline,1,59,18 * 3,54,18 * 3 = 54,54,True,False
baseline,1,60,18 * 8,144,144,144,True,False
baseline,1,61,17 * 5,85,85,85,True,False
baseline,1,62,18 * 4,72,18 * 4 = 72,72,True,False
baseline,1,63,19 * 8,152,19 * 8 = 152,152,True,False
baseline,1,64,14 * 6,84,14 * 6 = 84,84,True,False
baseline,1,65,12 * 6,72,72,72,True,False
baseline,1,66,13 * 5,65,65,65,True,False
baseline,1,67,16 * 9,144,16 * 9 = 144,144,True,False
baseline,1,68,17 * 9,153,153,153,True,False
baseline,1,69,18 * 5,90,90,90,True,False
baseline,1,70,17 * 4,68,17 * 4 = 68,68,True,False
baseline,1,71,11 * 3,33,33,33,True,False
baseline,1,72,17 * 7,119,17 * 7 = 119,119,True,False
baseline,1,73,17 * 6,102,17 * 6 = 102,102,True,False
baseline,1,74,14 * 3,42,42,42,True,False
baseline,1,75,14 * 4,56,14 * 4 = 56,56,True,False
baseline,1,76,16 * 4,64,64,64,True,False
baseline,1,77,17 * 8,136,136,136,True,False
baseline,1,78,15 * 3,45,45,45,True,False
baseline,1,79,19 * 7,133,133,133,True,False
baseline,1,80,18 * 4,72,18 * 4 = 72,72,True,False
baseline,1,81,18 * 8,144,144,144,True,False
baseline,1,82,14 * 9,126,126,126,True,False
baseline,1,83,18 * 5,90,90,90,True,False
baseline,1,84,19 * 5,95,95,95,True,False
baseline,1,85,18 * 9,162,162,162,True,False
baseline,1,86,15 * 7,105,105,105,True,False
baseline,1,87,16 * 9,144,16 * 9 = 144,144,True,False
baseline,1,88,16 * 3,48,48,48,True,False
baseline,1,89,19 * 6,114,114,114,True,False
baseline,1,90,15 * 2,30,30,30,True,False
baseline,1,91,13 * 9,117,13 * 9 = 117,117,True,False
baseline,1,92,18 * 7,126,126,126,True,False
baseline,1,93,17 * 9,153,153,153,True,False
baseline,1,94,14 * 3,42,42,42,True,False
baseline,1,95,18 * 9,162,162,162,True,False
baseline,1,96,14 * 5,70,70,70,True,False
baseline,1,97,13 * 2,26,26,26,True,False
baseline,1,98,11 * 5,55,55,55,True,False
baseline,1,99,15 * 5,75,75,75,True,False
baseline,1,100,13 * 3,39,13 * 3 = 39,39,True,False
baseline,2,1,12 * 3,36,36,36,True,False
baseline,2,2,19 * 2,38,38,38,True,False
baseline,2,3,18 * 6,108,108,108,True,False
baseline,2,4,13 * 5,65,65,65,True,False
baseline,2,5,16 * 6,96,96,96,True,False
baseline,2,6,19 * 6,114,114,114,True,False
baseline,2,7,12 * 5,60,60,60,True,False
baseline,2,8,16 * 7,112,112,112,True,False
baseline,2,9,19 * 5,95,95,95,True,False
baseline,2,10,11 * 5,55,55,55,True,False
baseline,2,11,16 * 5,80,80,80,True,False
baseline,2,12,13 * 5,65,65,65,True,False
baseline,2,13,16 * 5,80,80,80,True,False
baseline,2,14,13 * 4,52,52,52,True,False
baseline,2,15,19 * 2,38,38,38,True,False
baseline,2,16,15 * 8,120,120,120,True,False
baseline,2,17,15 * 5,75,75,75,True,False
baseline,2,18,18 * 2,36,36,36,True,False
baseline,2,19,12 * 3,36,36,36,True,False
baseline,2,20,19 * 4,76,19 * 4 = 76,76,True,False
baseline,2,21,15 * 8,120,120,120,True,False
baseline,2,22,14 * 3,42,42,42,True,False
baseline,2,23,11 * 3,33,33,33,True,False
baseline,2,24,19 * 5,95,95,95,True,False
baseline,2,25,14 * 9,126,126,126,True,False
baseline,2,26,17 * 8,136,136,136,True,False
baseline,2,27,17 * 7,119,17 * 7 = 119,119,True,False
baseline,2,28,17 * 4,68,17 * 4 = 68,68,True,False
baseline,2,29,11 * 2,22,22,22,True,False
baseline,2,30,14 * 8,112,112,112,True,False
baseline,2,31,18 * 6,108,108,108,True,False
baseline,2,32,15 * 5,75,75,75,True,False
baseline,2,33,18 * 4,72,18 * 4 = 72,72,True,False
baseline,2,34,14 * 8,112,112,112,True,False
baseline,2,35,17 * 7,119,17 * 7 = 119,119,True,False
baseline,2,36,17 * 4,68,17 * 4 = 68,68,True,False
baseline,2,37,12 * 3,36,36,36,True,False
baseline,2,38,12 * 5,60,60,60,True,False
baseline,2,39,19 * 6,114,114,114,True,False
baseline,2,40,15 * 6,90,90,90,True,False
baseline,2,41,15 * 2,30,30,30,True,False
baseline,2,42,13 * 6,78,78,78,True,False
baseline,2,43,12 * 4,48,48,48,True,False
baseline,2,44,13 * 2,26,26,26,True,False
baseline,2,45,12 * 7,84,12 * 7 = 84,84,True,False
baseline,2,46,13 * 8,104,104,104,True,False
baseline,2,47,13 * 3,39,13 * 3 = 39,39,True,False
baseline,2,48,16 * 6,96,96,96,True,False
baseline,2,49,16 * 6,96,96,96,True,False
baseline,2,50,11 * 3,33,33,33,True,False
baseline,2,51,17 * 7,119,17 * 7 = 119,119,True,False
baseline,2,52,14 * 6,84,14 * 6 = 84,84,True,False
baseline,2,53,17 * 3,51,51,51,True,False
baseline,2,54,17 * 7,119,17 * 7 = 119,119,True,False
baseline,2,55,17 * 4,68,17 * 4 = 68,68,True,False
baseline,2,56,14 * 8,112,112,112,True,False
baseline,2,57,13 * 3,39,13 * 3 = 39,39,True,False
baseline,2,58,14 * 6,84,14 * 6 = 84,84,True,False
baseline,2,59,18 * 3,54,54,54,True,False
baseline,2,60,18 * 8,144,144,144,True,False
baseline,2,61,17 * 5,85,85,85,True,False
baseline,2,62,18 * 4,72,18 * 4 = 72,72,True,False
baseline,2,63,19 * 8,152,19 * 8 = 152,152,True,False
baseline,2,64,14 * 6,84,14 * 6 = 84,84,True,False
baseline,2,65,12 * 6,72,72,72,True,False
baseline,2,66,13 * 5,65,65,65,True,False
baseline,2,67,16 * 9,144,16 * 9 = 144,144,True,False
baseline,2,68,17 * 9,153,153,153,True,False
baseline,2,69,18 * 5,90,90,90,True,False
baseline,2,70,17 * 4,68,17 * 4 = 68,68,True,False
baseline,2,71,11 * 3,33,33,33,True,False
baseline,2,72,17 * 7,119,17 * 7 = 119,119,True,False
baseline,2,73,17 * 6,102,17 * 6 = 102,102,True,False
baseline,2,74,14 * 3,42,42,42,True,False
baseline,2,75,14 * 4,56,14 * 4 = 56,56,True,False
baseline,2,76,16 * 4,64,64,64,True,False
baseline,2,77,17 * 8,136,136,136,True,False
baseline,2,78,15 * 3,45,45,45,True,False
baseline,2,79,19 * 7,133,19 * 7 = 133,133,True,False
baseline,2,80,18 * 4,72,18 * 4 = 72,72,True,False
baseline,2,81,18 * 8,144,144,144,True,False
baseline,2,82,14 * 9,126,126,126,True,False
baseline,2,83,18 * 5,90,90,90,True,False
baseline,2,84,19 * 5,95,95,95,True,False
baseline,2,85,18 * 9,162,162,162,True,False
baseline,2,86,15 * 7,105,105,105,True,False
baseline,2,87,16 * 9,144,16 * 9 = 144,144,True,False
baseline,2,88,16 * 3,48,48,48,True,False
baseline,2,89,19 * 6,114,114,114,True,False
baseline,2,90,15 * 2,30,30,30,True,False
baseline,2,91,13 * 9,117,13 * 9 = 117,117,True,False
baseline,2,92,18 * 7,126,126,126,True,False
baseline,2,93,17 * 9,153,153,153,True,False
baseline,2,94,14 * 3,42,42,42,True,False
baseline,2,95,18 * 9,162,162,162,True,False
baseline,2,96,14 * 5,70,70,70,True,False
baseline,2,97,13 * 2,26,26,26,True,False
baseline,2,98,11 * 5,55,55,55,True,False
baseline,2,99,15 * 5,75,75,75,True,False
baseline,2,100,13 * 3,39,13 * 3 = 39,39,True,False
baseline,3,1,12 * 3,36,36,36,True,False
baseline,3,2,19 * 2,38,38,38,True,False
baseline,3,3,18 * 6,108,108,108,True,False
baseline,3,4,13 * 5,65,65,65,True,False
baseline,3,5,16 * 6,96,96,96,True,False
baseline,3,6,19 * 6,114,114,114,True,False
baseline,3,7,12 * 5,60,60,60,True,False
baseline,3,8,16 * 7,112,112,112,True,False
baseline,3,9,19 * 5,95,95,95,True,False
baseline,3,10,11 * 5,55,55,55,True,False
baseline,3,11,16 * 5,80,80,80,True,False
baseline,3,12,13 * 5,65,65,65,True,False
baseline,3,13,16 * 5,80,80,80,True,False
baseline,3,14,13 * 4,52,52,52,True,False
baseline,3,15,19 * 2,38,38,38,True,False
baseline,3,16,15 * 8,120,120,120,True,False
baseline,3,17,15 * 5,75,75,75,True,False
baseline,3,18,18 * 2,36,36,36,True,False
baseline,3,19,12 * 3,36,36,36,True,False
baseline,3,20,19 * 4,76,19 * 4 = 76,76,True,False
baseline,3,21,15 * 8,120,120,120,True,False
baseline,3,22,14 * 3,42,42,42,True,False
baseline,3,23,11 * 3,33,33,33,True,False
baseline,3,24,19 * 5,95,95,95,True,False
baseline,3,25,14 * 9,126,126,126,True,False
baseline,3,26,17 * 8,136,136,136,True,False
baseline,3,27,17 * 7,119,17 * 7 = 119,119,True,False
baseline,3,28,17 * 4,68,17 * 4 = 68,68,True,False
baseline,3,29,11 * 2,22,22,22,True,False
baseline,3,30,14 * 8,112,112,112,True,False
baseline,3,31,18 * 6,108,108,108,True,False
baseline,3,32,15 * 5,75,75,75,True,False
baseline,3,33,18 * 4,72,18 * 4 = 72,72,True,False
baseline,3,34,14 * 8,112,112,112,True,False
baseline,3,35,17 * 7,119,17 * 7 = 119,119,True,False
baseline,3,36,17 * 4,68,17 * 4 = 68,68,True,False
baseline,3,37,12 * 3,36,36,36,True,False
baseline,3,38,12 * 5,60,60,60,True,False
baseline,3,39,19 * 6,114,114,114,True,False
baseline,3,40,15 * 6,90,90,90,True,False
baseline,3,41,15 * 2,30,30,30,True,False
baseline,3,42,13 * 6,78,78,78,True,False
baseline,3,43,12 * 4,48,48,48,True,False
baseline,3,44,13 * 2,26,26,26,True,False
baseline,3,45,12 * 7,84,12 * 7 = 84,84,True,False
baseline,3,46,13 * 8,104,104,104,True,False
baseline,3,47,13 * 3,39,13 * 3 = 39,39,True,False
baseline,3,48,16 * 6,96,96,96,True,False
baseline,3,49,16 * 6,96,96,96,True,False
baseline,3,50,11 * 3,33,33,33,True,False
baseline,3,51,17 * 7,119,17 * 7 = 119,119,True,False
baseline,3,52,14 * 6,84,14 * 6 = 84,84,True,False
baseline,3,53,17 * 3,51,51,51,True,False
baseline,3,54,17 * 7,119,17 * 7 = 119,119,True,False
baseline,3,55,17 * 4,68,17 * 4 = 68,68,True,False
baseline,3,56,14 * 8,112,112,112,True,False
baseline,3,57,13 * 3,39,13 * 3 = 39,39,True,False
baseline,3,58,14 * 6,84,14 * 6 = 84,84,True,False
baseline,3,59,18 * 3,54,18 * 3 = 54,54,True,False
baseline,3,60,18 * 8,144,144,144,True,False
baseline,3,61,17 * 5,85,85,85,True,False
baseline,3,62,18 * 4,72,18 * 4 = 72,72,True,False
baseline,3,63,19 * 8,152,19 * 8 = 152,152,True,False
baseline,3,64,14 * 6,84,14 * 6 = 84,84,True,False
baseline,3,65,12 * 6,72,72,72,True,False
baseline,3,66,13 * 5,65,65,65,True,False
baseline,3,67,16 * 9,144,16 * 9 = 144,144,True,False
baseline,3,68,17 * 9,153,153,153,True,False
baseline,3,69,18 * 5,90,90,90,True,False
baseline,3,70,17 * 4,68,17 * 4 = 68,68,True,False
baseline,3,71,11 * 3,33,33,33,True,False
baseline,3,72,17 * 7,119,17 * 7 = 119,119,True,False
baseline,3,73,17 * 6,102,17 * 6 = 102,102,True,False
baseline,3,74,14 * 3,42,42,42,True,False
baseline,3,75,14 * 4,56,14 * 4 = 56,56,True,False
baseline,3,76,16 * 4,64,64,64,True,False
baseline,3,77,17 * 8,136,136,136,True,False
baseline,3,78,15 * 3,45,45,45,True,False
baseline,3,79,19 * 7,133,19 * 7 = 133,133,True,False
baseline,3,80,18 * 4,72,18 * 4 = 72,72,True,False
baseline,3,81,18 * 8,144,144,144,True,False
baseline,3,82,14 * 9,126,126,126,True,False
baseline,3,83,18 * 5,90,90,90,True,False
baseline,3,84,19 * 5,95,95,95,True,False
baseline,3,85,18 * 9,162,162,162,True,False
baseline,3,86,15 * 7,105,105,105,True,False
baseline,3,87,16 * 9,144,16 * 9 = 144,144,True,False
baseline,3,88,16 * 3,48,48,48,True,False
baseline,3,89,19 * 6,114,114,114,True,False
baseline,3,90,15 * 2,30,30,30,True,False
baseline,3,91,13 * 9,117,13 * 9 = 117,117,True,False
baseline,3,92,18 * 7,126,126,126,True,False
baseline,3,93,17 * 9,153,153,153,True,False
baseline,3,94,14 * 3,42,42,42,True,False
baseline,3,95,18 * 9,162,162,162,True,False
baseline,3,96,14 * 5,70,70,70,True,False
baseline,3,97,13 * 2,26,26,26,True,False
baseline,3,98,11 * 5,55,55,55,True,False
baseline,3,99,15 * 5,75,75,75,True,False
baseline,3,100,13 * 3,39,13 * 3 = 39,39,True,False
model_A,1,1,12 * 3,36,12 * 3 = 36,36,True,False
model_A,1,2,19 * 2,38,38,38,True,False
model_A,1,3,18 * 6,108,18 * 6 = 108,108,True,False
model_A,1,4,13 * 5,65,65,65,True,False
model_A,1,5,16 * 6,96,96,96,True,False
model_A,1,6,19 * 6,114,114,114,True,False
model_A,1,7,12 * 5,60,60,60,True,False
model_A,1,8,16 * 7,112,16 * 7 = 112,112,True,False
model_A,1,9,19 * 5,95,95,95,True,False
model_A,1,10,11 * 5,55,55,55,True,False
model_A,1,11,16 * 5,80,80,80,True,False
model_A,1,12,13 * 5,65,65,65,True,False
model_A,1,13,16 * 5,80,80,80,True,False
model_A,1,14,13 * 4,52,52,52,True,False
model_A,1,15,19 * 2,38,38,38,True,False
model_A,1,16,15 * 8,120,120,120,True,False
model_A,1,17,15 * 5,75,75,75,True,False
model_A,1,18,18 * 2,36,36,36,True,False
model_A,1,19,12 * 3,36,12 * 3 = 36,36,True,False
model_A,1,20,19 * 4,76,19 * 4 = 76,76,True,False
model_A,1,21,15 * 8,120,120,120,True,False
model_A,1,22,14 * 3,42,14 * 3 = 42,42,True,False
model_A,1,23,11 * 3,33,33,33,True,False
model_A,1,24,19 * 5,95,95,95,True,False
model_A,1,25,14 * 9,126,126,126,True,False
model_A,1,26,17 * 8,136,17 * 8 = 136,136,True,False
model_A,1,27,17 * 7,119,17 * 7 = 119,119,True,False
model_A,1,28,17 * 4,68,17 * 4 = 68,68,True,False
model_A,1,29,11 * 2,22,22,22,True,False
model_A,1,30,14 * 8,112,112,112,True,False
model_A,1,31,18 * 6,108,18 * 6 = 108,108,True,False
model_A,1,32,15 * 5,75,75,75,True,False
model_A,1,33,18 * 4,72,18 * 4 = 72,72,True,False
model_A,1,34,14 * 8,112,112,112,True,False
model_A,1,35,17 * 7,119,17 * 7 = 119,119,True,False
model_A,1,36,17 * 4,68,17 * 4 = 68,68,True,False
model_A,1,37,12 * 3,36,12 * 3 = 36,36,True,False
model_A,1,38,12 * 5,60,60,60,True,False
model_A,1,39,19 * 6,114,114,114,True,False
model_A,1,40,15 * 6,90,90,90,True,False
model_A,1,41,15 * 2,30,30,30,True,False
model_A,1,42,13 * 6,78,13 * 6 = 78,78,True,False
model_A,1,43,12 * 4,48,12 * 4 = 48,48,True,False
model_A,1,44,13 * 2,26,26,26,True,False
model_A,1,45,12 * 7,84,84,84,True,False
model_A,1,46,13 * 8,104,13 * 8 = 104,104,True,False
model_A,1,47,13 * 3,39,13 * 3 = 39,39,True,False
model_A,1,48,16 * 6,96,16 * 6 = 96,96,True,False
model_A,1,49,16 * 6,96,96,96,True,False
model_A,1,50,11 * 3,33,33,33,True,False
model_A,1,51,17 * 7,119,17 * 7 = 119,119,True,False
model_A,1,52,14 * 6,84,14 * 6 = 84,84,True,False
model_A,1,53,17 * 3,51,17 * 3 = 51,51,True,False
model_A,1,54,17 * 7,119,17 * 7 = 119,119,True,False
model_A,1,55,17 * 4,68,17 * 4 = 68,68,True,False
model_A,1,56,14 * 8,112,112,112,True,False
model_A,1,57,13 * 3,39,13 * 3 = 39,39,True,False
model_A,1,58,14 * 6,84,14 * 6 = 84,84,True,False
model_A,1,59,18 * 3,54,18 * 3 = 54,54,True,False
model_A,1,60,18 * 8,144,18 * 8 = 144,144,True,False
model_A,1,61,17 * 5,85,85,85,True,False
model_A,1,62,18 * 4,72,18 * 4 = 72,72,True,False
model_A,1,63,19 * 8,152,19 * 8 = 152,152,True,False
model_A,1,64,14 * 6,84,14 * 6 = 84,84,True,False
model_A,1,65,12 * 6,72,72,72,True,False
model_A,1,66,13 * 5,65,65,65,True,False
model_A,1,67,16 * 9,144,16 * 9 = 144,144,True,False
model_A,1,68,17 * 9,153,153,153,True,False
model_A,1,69,18 * 5,90,90,90,True,False
model_A,1,70,17 * 4,68,17 * 4 = 68,68,True,False
model_A,1,71,11 * 3,33,33,33,True,False
model_A,1,72,17 * 7,119,17 * 7 = 119,119,True,False
model_A,1,73,17 * 6,102,17 * 6 = 102,102,True,False
model_A,1,74,14 * 3,42,14 * 3 = 42,42,True,False
model_A,1,75,14 * 4,56,56,56,True,False
model_A,1,76,16 * 4,64,64,64,True,False
model_A,1,77,17 * 8,136,17 * 8 = 136,136,True,False
model_A,1,78,15 * 3,45,15 * 3 = 45,45,True,False
model_A,1,79,19 * 7,133,19 * 7 = 133,133,True,False
model_A,1,80,18 * 4,72,18 * 4 = 72,72,True,False
model_A,1,81,18 * 8,144,18 * 8 = 144,144,True,False
model_A,1,82,14 * 9,126,126,126,True,False
model_A,1,83,18 * 5,90,90,90,True,False
model_A,1,84,19 * 5,95,95,95,True,False
model_A,1,85,18 * 9,162,162,162,True,False
model_A,1,86,15 * 7,105,15 * 7 = 105,105,True,False
model_A,1,87,16 * 9,144,16 * 9 = 144,144,True,False
model_A,1,88,16 * 3,48,16 * 3 = 48,48,True,False
model_A,1,89,19 * 6,114,114,114,True,False
model_A,1,90,15 * 2,30,30,30,True,False
model_A,1,91,13 * 9,117,13 * 9 = 117,117,True,False
model_A,1,92,18 * 7,126,126,126,True,False
model_A,1,93,17 * 9,153,153,153,True,False
model_A,1,94,14 * 3,42,14 * 3 = 42,42,True,False
model_A,1,95,18 * 9,162,162,162,True,False
model_A,1,96,14 * 5,70,70,70,True,False
model_A,1,97,13 * 2,26,26,26,True,False
model_A,1,98,11 * 5,55,55,55,True,False
model_A,1,99,15 * 5,75,75,75,True,False
model_A,1,100,13 * 3,39,13 * 3 = 39,39,True,False
model_A,2,1,12 * 3,36,36,36,True,False
model_A,2,2,19 * 2,38,38,38,True,False
model_A,2,3,18 * 6,108,18 * 6 = 108,108,True,False
model_A,2,4,13 * 5,65,65,65,True,False
model_A,2,5,16 * 6,96,96,96,True,False
model_A,2,6,19 * 6,114,114,114,True,False
model_A,2,7,12 * 5,60,60,60,True,False
model_A,2,8,16 * 7,112,16 * 7 = 112,112,True,False
model_A,2,9,19 * 5,95,95,95,True,False
model_A,2,10,11 * 5,55,55,55,True,False
model_A,2,11,16 * 5,80,80,80,True,False
model_A,2,12,13 * 5,65,65,65,True,False
model_A,2,13,16 * 5,80,80,80,True,False
model_A,2,14,13 * 4,52,13 * 4 = 52,52,True,False
model_A,2,15,19 * 2,38,38,38,True,False
model_A,2,16,15 * 8,120,120,120,True,False
model_A,2,17,15 * 5,75,75,75,True,False
model_A,2,18,18 * 2,36,36,36,True,False
model_A,2,19,12 * 3,36,36,36,True,False
model_A,2,20,19 * 4,76,19 * 4 = 76,76,True,False
model_A,2,21,15 * 8,120,120,120,True,False
model_A,2,22,14 * 3,42,14 * 3 = 42,42,True,False
model_A,2,23,11 * 3,33,33,33,True,False
model_A,2,24,19 * 5,95,95,95,True,False
model_A,2,25,14 * 9,126,126,126,True,False
model_A,2,26,17 * 8,136,17 * 8 = 136,136,True,False
model_A,2,27,17 * 7,119,17 * 7 = 119,119,True,False
model_A,2,28,17 * 4,68,17 * 4 = 68,68,True,False
model_A,2,29,11 * 2,22,22,22,True,False
model_A,2,30,14 * 8,112,112,112,True,False
model_A,2,31,18 * 6,108,18 * 6 = 108,108,True,False
model_A,2,32,15 * 5,75,75,75,True,False
model_A,2,33,18 * 4,72,18 * 4 = 72,72,True,False
model_A,2,34,14 * 8,112,112,112,True,False
model_A,2,35,17 * 7,119,17 * 7 = 119,119,True,False
model_A,2,36,17 * 4,68,17 * 4 = 68,68,True,False
model_A,2,37,12 * 3,36,12 * 3 = 36,36,True,False
model_A,2,38,12 * 5,60,60,60,True,False
model_A,2,39,19 * 6,114,114,114,True,False
model_A,2,40,15 * 6,90,90,90,True,False
model_A,2,41,15 * 2,30,30,30,True,False
model_A,2,42,13 * 6,78,13 * 6 = 78,78,True,False
model_A,2,43,12 * 4,48,12 * 4 = 48,48,True,False
model_A,2,44,13 * 2,26,26,26,True,False
model_A,2,45,12 * 7,84,84,84,True,False
model_A,2,46,13 * 8,104,13 * 8 = 104,104,True,False
model_A,2,47,13 * 3,39,13 * 3 = 39,39,True,False
model_A,2,48,16 * 6,96,96,96,True,False
model_A,2,49,16 * 6,96,16 * 6 = 96,96,True,False
model_A,2,50,11 * 3,33,33,33,True,False
model_A,2,51,17 * 7,119,17 * 7 = 119,119,True,False
model_A,2,52,14 * 6,84,14 * 6 = 84,84,True,False
model_A,2,53,17 * 3,51,17 * 3 = 51,51,True,False
model_A,2,54,17 * 7,119,17 * 7 = 119,119,True,False
model_A,2,55,17 * 4,68,17 * 4 = 68,68,True,False
model_A,2,56,14 * 8,112,112,112,True,False
model_A,2,57,13 * 3,39,13 * 3 = 39,39,True,False
model_A,2,58,14 * 6,84,14 * 6 = 84,84,True,False
model_A,2,59,18 * 3,54,18 * 3 = 54,54,True,False
model_A,2,60,18 * 8,144,18 * 8 = 144,144,True,False
model_A,2,61,17 * 5,85,85,85,True,False
model_A,2,62,18 * 4,72,18 * 4 = 72,72,True,False
model_A,2,63,19 * 8,152,19 * 8 = 152,152,True,False
model_A,2,64,14 * 6,84,14 * 6 = 84,84,True,False
model_A,2,65,12 * 6,72,72,72,True,False
model_A,2,66,13 * 5,65,65,65,True,False
model_A,2,67,16 * 9,144,16 * 9 = 144,144,True,False
model_A,2,68,17 * 9,153,153,153,True,False
model_A,2,69,18 * 5,90,90,90,True,False
model_A,2,70,17 * 4,68,17 * 4 = 68,68,True,False
model_A,2,71,11 * 3,33,33,33,True,False
model_A,2,72,17 * 7,119,17 * 7 = 119,119,True,False
model_A,2,73,17 * 6,102,17 * 6 = 102,102,True,False
model_A,2,74,14 * 3,42,14 * 3 = 42,42,True,False
model_A,2,75,14 * 4,56,14 * 4 = 56,56,True,False
model_A,2,76,16 * 4,64,64,64,True,False
model_A,2,77,17 * 8,136,17 * 8 = 136,136,True,False
model_A,2,78,15 * 3,45,15 * 3 = 45,45,True,False
model_A,2,79,19 * 7,133,19 * 7 = 133,133,True,False
model_A,2,80,18 * 4,72,18 * 4 = 72,72,True,False
model_A,2,81,18 * 8,144,18 * 8 = 144,144,True,False
model_A,2,82,14 * 9,126,126,126,True,False
model_A,2,83,18 * 5,90,90,90,True,False
model_A,2,84,19 * 5,95,95,95,True,False
model_A,2,85,18 * 9,162,162,162,True,False
model_A,2,86,15 * 7,105,15 * 7 = 105,105,True,False
model_A,2,87,16 * 9,144,16 * 9 = 144,144,True,False
model_A,2,88,16 * 3,48,16 * 3 = 48,48,True,False
model_A,2,89,19 * 6,114,114,114,True,False
model_A,2,90,15 * 2,30,30,30,True,False
model_A,2,91,13 * 9,117,13 * 9 = 117,117,True,False
model_A,2,92,18 * 7,126,126,126,True,False
model_A,2,93,17 * 9,153,153,153,True,False
model_A,2,94,14 * 3,42,14 * 3 = 42,42,True,False
model_A,2,95,18 * 9,162,162,162,True,False
model_A,2,96,14 * 5,70,70,70,True,False
model_A,2,97,13 * 2,26,26,26,True,False
model_A,2,98,11 * 5,55,55,55,True,False
model_A,2,99,15 * 5,75,75,75,True,False
model_A,2,100,13 * 3,39,13 * 3 = 39,39,True,False
model_A,3,1,12 * 3,36,36,36,True,False
model_A,3,2,19 * 2,38,38,38,True,False
model_A,3,3,18 * 6,108,18 * 6 = 108,108,True,False
model_A,3,4,13 * 5,65,65,65,True,False
model_A,3,5,16 * 6,96,96,96,True,False
model_A,3,6,19 * 6,114,114,114,True,False
model_A,3,7,12 * 5,60,60,60,True,False
model_A,3,8,16 * 7,112,112,112,True,False
model_A,3,9,19 * 5,95,95,95,True,False
model_A,3,10,11 * 5,55,55,55,True,False
model_A,3,11,16 * 5,80,80,80,True,False
model_A,3,12,13 * 5,65,65,65,True,False
model_A,3,13,16 * 5,80,80,80,True,False
model_A,3,14,13 * 4,52,13 * 4 = 52,52,True,False
model_A,3,15,19 * 2,38,38,38,True,False
model_A,3,16,15 * 8,120,120,120,True,False
model_A,3,17,15 * 5,75,75,75,True,False
model_A,3,18,18 * 2,36,36,36,True,False
model_A,3,19,12 * 3,36,36,36,True,False
model_A,3,20,19 * 4,76,19 * 4 = 76,76,True,False
