ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
11,econometrics,"The characteristic roots of the MA process

$y_t = -3u_{t-1} + u_{t-2} + u_t$

are",82,"Please read the following question and answer it now. The characteristic roots of the MA process

$y_t = -3u_{t-1} + u_{t-2} + u_t$

are","You will receive a great reward for a correct answer. The characteristic roots of the MA process

$y_t = -3u_{t-1} + u_{t-2} + u_t$

are","You will receive 100 US dollars for a correct answer. The characteristic roots of the MA process

$y_t = -3u_{t-1} + u_{t-2} + u_t$

are"
12,econometrics,"What is the meaning of the term ""heteroscedasticity""?",53,"Please read the following question and answer it now. What is the meaning of the term ""heteroscedasticity""?","You will receive a great reward for a correct answer. What is the meaning of the term ""heteroscedasticity""?","You will receive 100 US dollars for a correct answer. What is the meaning of the term ""heteroscedasticity""?"
13,econometrics,"Suppose that we have estimated a GARCH model for daily equity returns, and we are interested in producing a 10-day forecast of the volatility (measured by the standard deviation of returns) for use in a value at risk model. How could such a forecast most validly be calculated?",277,"Please read the following question and answer it now. Suppose that we have estimated a GARCH model for daily equity returns, and we are interested in producing a 10-day forecast of the volatility (measured by the standard deviation of returns) for use in a value at risk model. How could such a forecast most validly be calculated?","You will receive a great reward for a correct answer. Suppose that we have estimated a GARCH model for daily equity returns, and we are interested in producing a 10-day forecast of the volatility (measured by the standard deviation of returns) for use in a value at risk model. How could such a forecast most validly be calculated?","You will receive 100 US dollars for a correct answer. Suppose that we have estimated a GARCH model for daily equity returns, and we are interested in producing a 10-day forecast of the volatility (measured by the standard deviation of returns) for use in a value at risk model. How could such a forecast most validly be calculated?"
14,econometrics,Which of the following is a typical characteristic of financial asset return time-series?,89,Please read the following question and answer it now. Which of the following is a typical characteristic of financial asset return time-series?,You will receive a great reward for a correct answer. Which of the following is a typical characteristic of financial asset return time-series?,You will receive 100 US dollars for a correct answer. Which of the following is a typical characteristic of financial asset return time-series?
15,econometrics,"An ARMA(p,q) (p, q are integers bigger than zero) model will have",65,"Please read the following question and answer it now. An ARMA(p,q) (p, q are integers bigger than zero) model will have","You will receive a great reward for a correct answer. An ARMA(p,q) (p, q are integers bigger than zero) model will have","You will receive 100 US dollars for a correct answer. An ARMA(p,q) (p, q are integers bigger than zero) model will have"
16,econometrics,Which one of the following statements is true concerning VARs?,62,Please read the following question and answer it now. Which one of the following statements is true concerning VARs?,You will receive a great reward for a correct answer. Which one of the following statements is true concerning VARs?,You will receive 100 US dollars for a correct answer. Which one of the following statements is true concerning VARs?
17,econometrics,"A white noise process will have

(i) A zero mean

(ii) A constant variance

(iii) Autocovariances that are constant

(iv) Autocovariances that are zero except at lag zero",170,"Please read the following question and answer it now. A white noise process will have

(i) A zero mean

(ii) A constant variance

(iii) Autocovariances that are constant

(iv) Autocovariances that are zero except at lag zero","You will receive a great reward for a correct answer. A white noise process will have

(i) A zero mean

(ii) A constant variance

(iii) Autocovariances that are constant

(iv) Autocovariances that are zero except at lag zero","You will receive 100 US dollars for a correct answer. A white noise process will have

(i) A zero mean

(ii) A constant variance

(iii) Autocovariances that are constant

(iv) Autocovariances that are zero except at lag zero"
18,econometrics,"Suppose that the value of $R^2$ for an estimated regression model is exactly zero. Which of the following are true?

i) All coefficient estimates on the slopes will be zero

ii) The fitted line will be horizontal with respect to all of the explanatory variables

iii) The regression line has not explained any of the variability of y about its mean value

iv) The intercept coefficient estimate must be zero.",408,"Please read the following question and answer it now. Suppose that the value of $R^2$ for an estimated regression model is exactly zero. Which of the following are true?

i) All coefficient estimates on the slopes will be zero

ii) The fitted line will be horizontal with respect to all of the explanatory variables

iii) The regression line has not explained any of the variability of y about its mean value

iv) The intercept coefficient estimate must be zero.","You will receive a great reward for a correct answer. Suppose that the value of $R^2$ for an estimated regression model is exactly zero. Which of the following are true?

i) All coefficient estimates on the slopes will be zero

ii) The fitted line will be horizontal with respect to all of the explanatory variables

iii) The regression line has not explained any of the variability of y about its mean value

iv) The intercept coefficient estimate must be zero.","You will receive 100 US dollars for a correct answer. Suppose that the value of $R^2$ for an estimated regression model is exactly zero. Which of the following are true?

i) All coefficient estimates on the slopes will be zero

ii) The fitted line will be horizontal with respect to all of the explanatory variables

iii) The regression line has not explained any of the variability of y about its mean value

iv) The intercept coefficient estimate must be zero."
19,econometrics,"Which of the following are alternative names for the dependent variable (usually denoted by y) in linear regression analysis?

(i) The regressand

(ii) The regressor

(iii) The explained variable

(iv) The explanatory variable",226,"Please read the following question and answer it now. Which of the following are alternative names for the dependent variable (usually denoted by y) in linear regression analysis?

(i) The regressand

(ii) The regressor

(iii) The explained variable

(iv) The explanatory variable","You will receive a great reward for a correct answer. Which of the following are alternative names for the dependent variable (usually denoted by y) in linear regression analysis?

(i) The regressand

(ii) The regressor

(iii) The explained variable

(iv) The explanatory variable","You will receive 100 US dollars for a correct answer. Which of the following are alternative names for the dependent variable (usually denoted by y) in linear regression analysis?

(i) The regressand

(ii) The regressor

(iii) The explained variable

(iv) The explanatory variable"
20,econometrics,"If a Durbin Watson statistic takes a value close to zero, what will be the value of the first order autocorrelation coefficient?",128,"Please read the following question and answer it now. If a Durbin Watson statistic takes a value close to zero, what will be the value of the first order autocorrelation coefficient?","You will receive a great reward for a correct answer. If a Durbin Watson statistic takes a value close to zero, what will be the value of the first order autocorrelation coefficient?","You will receive 100 US dollars for a correct answer. If a Durbin Watson statistic takes a value close to zero, what will be the value of the first order autocorrelation coefficient?"
21,econometrics,"Which of the following statements are true concerning the standardised residuals (residuals divided by their respective conditional standard deviations) from an estimated GARCH model?

i) They are assumed to be normally distributed


ii) Their squares will be related to their lagged squared values if the GARCH model is

appropriate


iii) In practice, they are likely to have fat tails


iv) If the GARCH model is adequate, the standardised residuals and the raw residuals

will be identical",493,"Please read the following question and answer it now. Which of the following statements are true concerning the standardised residuals (residuals divided by their respective conditional standard deviations) from an estimated GARCH model?

i) They are assumed to be normally distributed


ii) Their squares will be related to their lagged squared values if the GARCH model is

appropriate


iii) In practice, they are likely to have fat tails


iv) If the GARCH model is adequate, the standardised residuals and the raw residuals

will be identical","You will receive a great reward for a correct answer. Which of the following statements are true concerning the standardised residuals (residuals divided by their respective conditional standard deviations) from an estimated GARCH model?

i) They are assumed to be normally distributed


ii) Their squares will be related to their lagged squared values if the GARCH model is

appropriate


iii) In practice, they are likely to have fat tails


iv) If the GARCH model is adequate, the standardised residuals and the raw residuals

will be identical","You will receive 100 US dollars for a correct answer. Which of the following statements are true concerning the standardised residuals (residuals divided by their respective conditional standard deviations) from an estimated GARCH model?

i) They are assumed to be normally distributed


ii) Their squares will be related to their lagged squared values if the GARCH model is

appropriate


iii) In practice, they are likely to have fat tails


iv) If the GARCH model is adequate, the standardised residuals and the raw residuals

will be identical"
22,econometrics,Which one of the following would NOT be a consequence of using non-stationary data in levels form?,98,Please read the following question and answer it now. Which one of the following would NOT be a consequence of using non-stationary data in levels form?,You will receive a great reward for a correct answer. Which one of the following would NOT be a consequence of using non-stationary data in levels form?,You will receive 100 US dollars for a correct answer. Which one of the following would NOT be a consequence of using non-stationary data in levels form?
23,econometrics,Suppose that we wished to evaluate the factors that affected the probability that an investor would choose an equity fund rather than a bond fund or a cash investment. Which class of model would be most appropriate?,215,Please read the following question and answer it now. Suppose that we wished to evaluate the factors that affected the probability that an investor would choose an equity fund rather than a bond fund or a cash investment. Which class of model would be most appropriate?,You will receive a great reward for a correct answer. Suppose that we wished to evaluate the factors that affected the probability that an investor would choose an equity fund rather than a bond fund or a cash investment. Which class of model would be most appropriate?,You will receive 100 US dollars for a correct answer. Suppose that we wished to evaluate the factors that affected the probability that an investor would choose an equity fund rather than a bond fund or a cash investment. Which class of model would be most appropriate?
24,econometrics,"Which one of the following is a disadvantage of the general to specific or ""LSE"" (""Hendry"") approach to building econometric models, relative to the specific to general approach?",178,"Please read the following question and answer it now. Which one of the following is a disadvantage of the general to specific or ""LSE"" (""Hendry"") approach to building econometric models, relative to the specific to general approach?","You will receive a great reward for a correct answer. Which one of the following is a disadvantage of the general to specific or ""LSE"" (""Hendry"") approach to building econometric models, relative to the specific to general approach?","You will receive 100 US dollars for a correct answer. Which one of the following is a disadvantage of the general to specific or ""LSE"" (""Hendry"") approach to building econometric models, relative to the specific to general approach?"
25,econometrics,The fixed effects panel model is also sometimes known as,56,Please read the following question and answer it now. The fixed effects panel model is also sometimes known as,You will receive a great reward for a correct answer. The fixed effects panel model is also sometimes known as,You will receive 100 US dollars for a correct answer. The fixed effects panel model is also sometimes known as
26,econometrics,"Which of the following are advantages of the VAR approach to modelling the relationship between variables relative to the estimation of full structural models?

i) VARs receive strong motivation from financial and economic theory


ii) VARs in their reduced forms can be used easily to produce time-series forecasts


iii) VAR models are typically highly parsimonious


iv) OLS can be applied separately to each equation in a reduced form VAR",442,"Please read the following question and answer it now. Which of the following are advantages of the VAR approach to modelling the relationship between variables relative to the estimation of full structural models?

i) VARs receive strong motivation from financial and economic theory


ii) VARs in their reduced forms can be used easily to produce time-series forecasts


iii) VAR models are typically highly parsimonious


iv) OLS can be applied separately to each equation in a reduced form VAR","You will receive a great reward for a correct answer. Which of the following are advantages of the VAR approach to modelling the relationship between variables relative to the estimation of full structural models?

i) VARs receive strong motivation from financial and economic theory


ii) VARs in their reduced forms can be used easily to produce time-series forecasts


iii) VAR models are typically highly parsimonious


iv) OLS can be applied separately to each equation in a reduced form VAR","You will receive 100 US dollars for a correct answer. Which of the following are advantages of the VAR approach to modelling the relationship between variables relative to the estimation of full structural models?

i) VARs receive strong motivation from financial and economic theory


ii) VARs in their reduced forms can be used easily to produce time-series forecasts


iii) VAR models are typically highly parsimonious


iv) OLS can be applied separately to each equation in a reduced form VAR"
27,econometrics,Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,131,Please read the following question and answer it now. Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,You will receive a great reward for a correct answer. Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,You will receive 100 US dollars for a correct answer. Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?
28,econometrics,Which of the following is correct concerning logit and probit models?,69,Please read the following question and answer it now. Which of the following is correct concerning logit and probit models?,You will receive a great reward for a correct answer. Which of the following is correct concerning logit and probit models?,You will receive 100 US dollars for a correct answer. Which of the following is correct concerning logit and probit models?
29,econometrics,Which of the following statements is INCORRECT concerning a comparison of the Box-Pierce Q and the Ljung-Box Q* statistics for linear dependence in time series?,160,Please read the following question and answer it now. Which of the following statements is INCORRECT concerning a comparison of the Box-Pierce Q and the Ljung-Box Q* statistics for linear dependence in time series?,You will receive a great reward for a correct answer. Which of the following statements is INCORRECT concerning a comparison of the Box-Pierce Q and the Ljung-Box Q* statistics for linear dependence in time series?,You will receive 100 US dollars for a correct answer. Which of the following statements is INCORRECT concerning a comparison of the Box-Pierce Q and the Ljung-Box Q* statistics for linear dependence in time series?
30,econometrics,"Which of the following are plausible approaches to dealing with a model that exhibits heteroscedasticity?

i) Take logarithms of each of the variables

ii) Use suitably modified standard errors

iii) Use a generalised least squares procedure

iv) Add lagged values of the variables to the regression equation.",309,"Please read the following question and answer it now. Which of the following are plausible approaches to dealing with a model that exhibits heteroscedasticity?

i) Take logarithms of each of the variables

ii) Use suitably modified standard errors

iii) Use a generalised least squares procedure

iv) Add lagged values of the variables to the regression equation.","You will receive a great reward for a correct answer. Which of the following are plausible approaches to dealing with a model that exhibits heteroscedasticity?

i) Take logarithms of each of the variables

ii) Use suitably modified standard errors

iii) Use a generalised least squares procedure

iv) Add lagged values of the variables to the regression equation.","You will receive 100 US dollars for a correct answer. Which of the following are plausible approaches to dealing with a model that exhibits heteroscedasticity?

i) Take logarithms of each of the variables

ii) Use suitably modified standard errors

iii) Use a generalised least squares procedure

iv) Add lagged values of the variables to the regression equation."
31,econometrics,"If an estimator is said to be consistent, it is implied that",60,"Please read the following question and answer it now. If an estimator is said to be consistent, it is implied that","You will receive a great reward for a correct answer. If an estimator is said to be consistent, it is implied that","You will receive 100 US dollars for a correct answer. If an estimator is said to be consistent, it is implied that"
32,econometrics,"Consider the following equation and determine the class of model that it best represents

$y_{it} = \alpha + \beta_{it} + \mu_i + \nu_{it}$",139,"Please read the following question and answer it now. Consider the following equation and determine the class of model that it best represents

$y_{it} = \alpha + \beta_{it} + \mu_i + \nu_{it}$","You will receive a great reward for a correct answer. Consider the following equation and determine the class of model that it best represents

$y_{it} = \alpha + \beta_{it} + \mu_i + \nu_{it}$","You will receive 100 US dollars for a correct answer. Consider the following equation and determine the class of model that it best represents

$y_{it} = \alpha + \beta_{it} + \mu_i + \nu_{it}$"
33,econometrics,Which one of the following is NOT an example of mis-specification of functional form?,85,Please read the following question and answer it now. Which one of the following is NOT an example of mis-specification of functional form?,You will receive a great reward for a correct answer. Which one of the following is NOT an example of mis-specification of functional form?,You will receive 100 US dollars for a correct answer. Which one of the following is NOT an example of mis-specification of functional form?
34,econometrics,"Which of the following are characteristics of a stationary process?

i) It crosses its mean value frequently


ii) It has constant mean and variance


iii) It contains no trend component


iv) It will be stationary in first difference form",239,"Please read the following question and answer it now. Which of the following are characteristics of a stationary process?

i) It crosses its mean value frequently


ii) It has constant mean and variance


iii) It contains no trend component


iv) It will be stationary in first difference form","You will receive a great reward for a correct answer. Which of the following are characteristics of a stationary process?

i) It crosses its mean value frequently


ii) It has constant mean and variance


iii) It contains no trend component


iv) It will be stationary in first difference form","You will receive 100 US dollars for a correct answer. Which of the following are characteristics of a stationary process?

i) It crosses its mean value frequently


ii) It has constant mean and variance


iii) It contains no trend component


iv) It will be stationary in first difference form"
35,econometrics,Which of the following is a disadvantage of the fixed effects approach to estimating a panel model?,99,Please read the following question and answer it now. Which of the following is a disadvantage of the fixed effects approach to estimating a panel model?,You will receive a great reward for a correct answer. Which of the following is a disadvantage of the fixed effects approach to estimating a panel model?,You will receive 100 US dollars for a correct answer. Which of the following is a disadvantage of the fixed effects approach to estimating a panel model?
36,econometrics,Which of the following statements concerning the regression population and sample is FALSE?,91,Please read the following question and answer it now. Which of the following statements concerning the regression population and sample is FALSE?,You will receive a great reward for a correct answer. Which of the following statements concerning the regression population and sample is FALSE?,You will receive 100 US dollars for a correct answer. Which of the following statements concerning the regression population and sample is FALSE?
37,econometrics,"Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables",499,"Please read the following question and answer it now. Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables","You will receive a great reward for a correct answer. Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables","You will receive 100 US dollars for a correct answer. Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables"
38,econometrics,"Consider an identical situation to that of question 21, except that now a 2-sided alternative is used. What would now be the appropriate conclusion?",148,"Please read the following question and answer it now. Consider an identical situation to that of question 21, except that now a 2-sided alternative is used. What would now be the appropriate conclusion?","You will receive a great reward for a correct answer. Consider an identical situation to that of question 21, except that now a 2-sided alternative is used. What would now be the appropriate conclusion?","You will receive 100 US dollars for a correct answer. Consider an identical situation to that of question 21, except that now a 2-sided alternative is used. What would now be the appropriate conclusion?"
39,econometrics,Which one of the following statements is true concerning alternative forecast accuracy measures?,96,Please read the following question and answer it now. Which one of the following statements is true concerning alternative forecast accuracy measures?,You will receive a great reward for a correct answer. Which one of the following statements is true concerning alternative forecast accuracy measures?,You will receive 100 US dollars for a correct answer. Which one of the following statements is true concerning alternative forecast accuracy measures?
40,econometrics,Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?,165,Please read the following question and answer it now. Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?,You will receive a great reward for a correct answer. Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?,You will receive 100 US dollars for a correct answer. Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?
41,econometrics,Which of the following statements is true concerning forecasting in econometrics?,81,Please read the following question and answer it now. Which of the following statements is true concerning forecasting in econometrics?,You will receive a great reward for a correct answer. Which of the following statements is true concerning forecasting in econometrics?,You will receive 100 US dollars for a correct answer. Which of the following statements is true concerning forecasting in econometrics?
42,econometrics,"Consider the OLS estimator for the standard error of the slope coefficient. Which of the following statement(s) is (are) true?

(i) The standard error will be positively related to the residual variance

(ii) The standard error will be negatively related to the dispersion of the observations on the explanatory variable about their mean value

(iii) The standard error will be negatively related to the sample size

(iv) The standard error gives a measure of the precision of the coefficient estimate.",502,"Please read the following question and answer it now. Consider the OLS estimator for the standard error of the slope coefficient. Which of the following statement(s) is (are) true?

(i) The standard error will be positively related to the residual variance

(ii) The standard error will be negatively related to the dispersion of the observations on the explanatory variable about their mean value

(iii) The standard error will be negatively related to the sample size

(iv) The standard error gives a measure of the precision of the coefficient estimate.","You will receive a great reward for a correct answer. Consider the OLS estimator for the standard error of the slope coefficient. Which of the following statement(s) is (are) true?

(i) The standard error will be positively related to the residual variance

(ii) The standard error will be negatively related to the dispersion of the observations on the explanatory variable about their mean value

(iii) The standard error will be negatively related to the sample size

(iv) The standard error gives a measure of the precision of the coefficient estimate.","You will receive 100 US dollars for a correct answer. Consider the OLS estimator for the standard error of the slope coefficient. Which of the following statement(s) is (are) true?

(i) The standard error will be positively related to the residual variance

(ii) The standard error will be negatively related to the dispersion of the observations on the explanatory variable about their mean value

(iii) The standard error will be negatively related to the sample size

(iv) The standard error gives a measure of the precision of the coefficient estimate."
43,econometrics,Which of the following is a disadvantage of the random effects approach to estimating a panel model?,100,Please read the following question and answer it now. Which of the following is a disadvantage of the random effects approach to estimating a panel model?,You will receive a great reward for a correct answer. Which of the following is a disadvantage of the random effects approach to estimating a panel model?,You will receive 100 US dollars for a correct answer. Which of the following is a disadvantage of the random effects approach to estimating a panel model?
