ID,Subject,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
45,nutrition,Which of the following statements about glycogen metabolism is correct?,71,Please read the following question and answer it now. Which of the following statements about glycogen metabolism is correct?,You will receive a great reward for a correct answer. Which of the following statements about glycogen metabolism is correct?,You will receive 100 US dollars for a correct answer. Which of the following statements about glycogen metabolism is correct?
46,nutrition,What are histones?,18,Please read the following question and answer it now. What are histones?,You will receive a great reward for a correct answer. What are histones?,You will receive 100 US dollars for a correct answer. What are histones?
47,nutrition,The two most common causes of foodborne illness in the United States and Europe are:,84,Please read the following question and answer it now. The two most common causes of foodborne illness in the United States and Europe are:,You will receive a great reward for a correct answer. The two most common causes of foodborne illness in the United States and Europe are:,You will receive 100 US dollars for a correct answer. The two most common causes of foodborne illness in the United States and Europe are:
48,nutrition,It is correct to state that for the treatment of Bulimia Nervosa:,65,Please read the following question and answer it now. It is correct to state that for the treatment of Bulimia Nervosa:,You will receive a great reward for a correct answer. It is correct to state that for the treatment of Bulimia Nervosa:,You will receive 100 US dollars for a correct answer. It is correct to state that for the treatment of Bulimia Nervosa:
49,nutrition,Assessing growth in routine practice should be:,47,Please read the following question and answer it now. Assessing growth in routine practice should be:,You will receive a great reward for a correct answer. Assessing growth in routine practice should be:,You will receive 100 US dollars for a correct answer. Assessing growth in routine practice should be:
50,nutrition,Which of the following is not a non-coding RNA?,47,Please read the following question and answer it now. Which of the following is not a non-coding RNA?,You will receive a great reward for a correct answer. Which of the following is not a non-coding RNA?,You will receive 100 US dollars for a correct answer. Which of the following is not a non-coding RNA?
51,nutrition,The daily amount of protein oxidized in the body of a person spending 24 hours in a respiratory chamber can be determined from his/her:,135,Please read the following question and answer it now. The daily amount of protein oxidized in the body of a person spending 24 hours in a respiratory chamber can be determined from his/her:,You will receive a great reward for a correct answer. The daily amount of protein oxidized in the body of a person spending 24 hours in a respiratory chamber can be determined from his/her:,You will receive 100 US dollars for a correct answer. The daily amount of protein oxidized in the body of a person spending 24 hours in a respiratory chamber can be determined from his/her:
52,nutrition,Food allergies:,15,Please read the following question and answer it now. Food allergies:,You will receive a great reward for a correct answer. Food allergies:,You will receive 100 US dollars for a correct answer. Food allergies:
53,nutrition,"Which single statement below, about the stomach, is actually correct?",69,"Please read the following question and answer it now. Which single statement below, about the stomach, is actually correct?","You will receive a great reward for a correct answer. Which single statement below, about the stomach, is actually correct?","You will receive 100 US dollars for a correct answer. Which single statement below, about the stomach, is actually correct?"
54,nutrition,What are focus areas of nutritional epidemiology?,49,Please read the following question and answer it now. What are focus areas of nutritional epidemiology?,You will receive a great reward for a correct answer. What are focus areas of nutritional epidemiology?,You will receive 100 US dollars for a correct answer. What are focus areas of nutritional epidemiology?
55,nutrition,In which form is selenium found in the 25 human selenoproteins?,63,Please read the following question and answer it now. In which form is selenium found in the 25 human selenoproteins?,You will receive a great reward for a correct answer. In which form is selenium found in the 25 human selenoproteins?,You will receive 100 US dollars for a correct answer. In which form is selenium found in the 25 human selenoproteins?
56,nutrition,Which of the following statements about the digestibility of dietary proteins is correct?,89,Please read the following question and answer it now. Which of the following statements about the digestibility of dietary proteins is correct?,You will receive a great reward for a correct answer. Which of the following statements about the digestibility of dietary proteins is correct?,You will receive 100 US dollars for a correct answer. Which of the following statements about the digestibility of dietary proteins is correct?
57,nutrition,"Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?",162,"Please read the following question and answer it now. Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?","You will receive a great reward for a correct answer. Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?","You will receive 100 US dollars for a correct answer. Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?"
58,nutrition,Which of the following statements is correct regarding intracellular fat metabolism?,84,Please read the following question and answer it now. Which of the following statements is correct regarding intracellular fat metabolism?,You will receive a great reward for a correct answer. Which of the following statements is correct regarding intracellular fat metabolism?,You will receive 100 US dollars for a correct answer. Which of the following statements is correct regarding intracellular fat metabolism?
59,nutrition,Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms,107,Please read the following question and answer it now. Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms,You will receive a great reward for a correct answer. Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms,You will receive 100 US dollars for a correct answer. Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms
60,nutrition,What caused the food-price spike of 2007-2008?,46,Please read the following question and answer it now. What caused the food-price spike of 2007-2008?,You will receive a great reward for a correct answer. What caused the food-price spike of 2007-2008?,You will receive 100 US dollars for a correct answer. What caused the food-price spike of 2007-2008?
61,nutrition,Which of the following foods do not contain free sugars,55,Please read the following question and answer it now. Which of the following foods do not contain free sugars,You will receive a great reward for a correct answer. Which of the following foods do not contain free sugars,You will receive 100 US dollars for a correct answer. Which of the following foods do not contain free sugars
62,nutrition,Which statement about dietary fibre is most correct?,52,Please read the following question and answer it now. Which statement about dietary fibre is most correct?,You will receive a great reward for a correct answer. Which statement about dietary fibre is most correct?,You will receive 100 US dollars for a correct answer. Which statement about dietary fibre is most correct?
63,nutrition,Nutrients may pose health risks:,32,Please read the following question and answer it now. Nutrients may pose health risks:,You will receive a great reward for a correct answer. Nutrients may pose health risks:,You will receive 100 US dollars for a correct answer. Nutrients may pose health risks:
64,nutrition,The stomach lining contains several types of cells. Which statement about them is correct?,90,Please read the following question and answer it now. The stomach lining contains several types of cells. Which statement about them is correct?,You will receive a great reward for a correct answer. The stomach lining contains several types of cells. Which statement about them is correct?,You will receive 100 US dollars for a correct answer. The stomach lining contains several types of cells. Which statement about them is correct?
65,nutrition,The World Health Organization recommends zinc supplements for which groups of people?,85,Please read the following question and answer it now. The World Health Organization recommends zinc supplements for which groups of people?,You will receive a great reward for a correct answer. The World Health Organization recommends zinc supplements for which groups of people?,You will receive 100 US dollars for a correct answer. The World Health Organization recommends zinc supplements for which groups of people?
66,nutrition,What are the main causes of the obesity epidemic?,49,Please read the following question and answer it now. What are the main causes of the obesity epidemic?,You will receive a great reward for a correct answer. What are the main causes of the obesity epidemic?,You will receive 100 US dollars for a correct answer. What are the main causes of the obesity epidemic?
67,nutrition,The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,108,Please read the following question and answer it now. The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,You will receive a great reward for a correct answer. The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?,You will receive 100 US dollars for a correct answer. The supplementation of diet with which fat soluble vitamins has been shown to reduce cardiovascular disease?
68,nutrition,"On an average daily basis, the gross energy intake of a healthy woman is 9279 kJ, the energy content of her faeces and urine are 647 kJ and 318 kJ, respectively. Her average daily digestible energy intake and metabolisable energy intake would be, respectively,:",261,"Please read the following question and answer it now. On an average daily basis, the gross energy intake of a healthy woman is 9279 kJ, the energy content of her faeces and urine are 647 kJ and 318 kJ, respectively. Her average daily digestible energy intake and metabolisable energy intake would be, respectively,:","You will receive a great reward for a correct answer. On an average daily basis, the gross energy intake of a healthy woman is 9279 kJ, the energy content of her faeces and urine are 647 kJ and 318 kJ, respectively. Her average daily digestible energy intake and metabolisable energy intake would be, respectively,:","You will receive 100 US dollars for a correct answer. On an average daily basis, the gross energy intake of a healthy woman is 9279 kJ, the energy content of her faeces and urine are 647 kJ and 318 kJ, respectively. Her average daily digestible energy intake and metabolisable energy intake would be, respectively,:"
69,nutrition,Which of the following is not a beneficial effect of exercise in people with diabetes:,86,Please read the following question and answer it now. Which of the following is not a beneficial effect of exercise in people with diabetes:,You will receive a great reward for a correct answer. Which of the following is not a beneficial effect of exercise in people with diabetes:,You will receive 100 US dollars for a correct answer. Which of the following is not a beneficial effect of exercise in people with diabetes:
70,nutrition,"In the past two decades, interest in maternal nutrition has been heightened following the findings of epidemiological studies that show links between early experience and later health. Which of the following statements is true:",227,"Please read the following question and answer it now. In the past two decades, interest in maternal nutrition has been heightened following the findings of epidemiological studies that show links between early experience and later health. Which of the following statements is true:","You will receive a great reward for a correct answer. In the past two decades, interest in maternal nutrition has been heightened following the findings of epidemiological studies that show links between early experience and later health. Which of the following statements is true:","You will receive 100 US dollars for a correct answer. In the past two decades, interest in maternal nutrition has been heightened following the findings of epidemiological studies that show links between early experience and later health. Which of the following statements is true:"
71,nutrition,Which of the following could lead to iodine deficiency?,55,Please read the following question and answer it now. Which of the following could lead to iodine deficiency?,You will receive a great reward for a correct answer. Which of the following could lead to iodine deficiency?,You will receive 100 US dollars for a correct answer. Which of the following could lead to iodine deficiency?
72,nutrition,The critical pH below which demineralisation of tooth enamel occurs is usually around:,86,Please read the following question and answer it now. The critical pH below which demineralisation of tooth enamel occurs is usually around:,You will receive a great reward for a correct answer. The critical pH below which demineralisation of tooth enamel occurs is usually around:,You will receive 100 US dollars for a correct answer. The critical pH below which demineralisation of tooth enamel occurs is usually around:
73,nutrition,Which of the following is not a function of vitamin D?,54,Please read the following question and answer it now. Which of the following is not a function of vitamin D?,You will receive a great reward for a correct answer. Which of the following is not a function of vitamin D?,You will receive 100 US dollars for a correct answer. Which of the following is not a function of vitamin D?
74,nutrition,What is food security?,22,Please read the following question and answer it now. What is food security?,You will receive a great reward for a correct answer. What is food security?,You will receive 100 US dollars for a correct answer. What is food security?
75,nutrition,Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?,109,Please read the following question and answer it now. Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?,You will receive a great reward for a correct answer. Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?,You will receive 100 US dollars for a correct answer. Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?
76,nutrition,Higher dietary sodium (salt) intake is generally associated with:,65,Please read the following question and answer it now. Higher dietary sodium (salt) intake is generally associated with:,You will receive a great reward for a correct answer. Higher dietary sodium (salt) intake is generally associated with:,You will receive 100 US dollars for a correct answer. Higher dietary sodium (salt) intake is generally associated with:
77,nutrition,Which one of the following statements about protein nutrition is correct?,73,Please read the following question and answer it now. Which one of the following statements about protein nutrition is correct?,You will receive a great reward for a correct answer. Which one of the following statements about protein nutrition is correct?,You will receive 100 US dollars for a correct answer. Which one of the following statements about protein nutrition is correct?
78,nutrition,Which of the following statements about the role of the intestine in development of obesity best describes the situation?,121,Please read the following question and answer it now. Which of the following statements about the role of the intestine in development of obesity best describes the situation?,You will receive a great reward for a correct answer. Which of the following statements about the role of the intestine in development of obesity best describes the situation?,You will receive 100 US dollars for a correct answer. Which of the following statements about the role of the intestine in development of obesity best describes the situation?
79,nutrition,Calculate the body mass index (BMI) for a patient whose height is 1.75 m and whose weight is 99 kg.,99,Please read the following question and answer it now. Calculate the body mass index (BMI) for a patient whose height is 1.75 m and whose weight is 99 kg.,You will receive a great reward for a correct answer. Calculate the body mass index (BMI) for a patient whose height is 1.75 m and whose weight is 99 kg.,You will receive 100 US dollars for a correct answer. Calculate the body mass index (BMI) for a patient whose height is 1.75 m and whose weight is 99 kg.
80,nutrition,What is the basic functional unit of skeletal muscle tissue?,60,Please read the following question and answer it now. What is the basic functional unit of skeletal muscle tissue?,You will receive a great reward for a correct answer. What is the basic functional unit of skeletal muscle tissue?,You will receive 100 US dollars for a correct answer. What is the basic functional unit of skeletal muscle tissue?
81,nutrition,The Worldwide HIV/AIDS campaigns have made significant progress over the last years. The HIV infection rates in Europe,118,Please read the following question and answer it now. The Worldwide HIV/AIDS campaigns have made significant progress over the last years. The HIV infection rates in Europe,You will receive a great reward for a correct answer. The Worldwide HIV/AIDS campaigns have made significant progress over the last years. The HIV infection rates in Europe,You will receive 100 US dollars for a correct answer. The Worldwide HIV/AIDS campaigns have made significant progress over the last years. The HIV infection rates in Europe
82,nutrition,Which vitamin is required for synthesis of the blood clotting proteins?,71,Please read the following question and answer it now. Which vitamin is required for synthesis of the blood clotting proteins?,You will receive a great reward for a correct answer. Which vitamin is required for synthesis of the blood clotting proteins?,You will receive 100 US dollars for a correct answer. Which vitamin is required for synthesis of the blood clotting proteins?
83,nutrition,Which of the following statements concerning transamination is correct?,71,Please read the following question and answer it now. Which of the following statements concerning transamination is correct?,You will receive a great reward for a correct answer. Which of the following statements concerning transamination is correct?,You will receive 100 US dollars for a correct answer. Which of the following statements concerning transamination is correct?
84,nutrition,What is the best method to estimate changes in body fat during weight loss?,75,Please read the following question and answer it now. What is the best method to estimate changes in body fat during weight loss?,You will receive a great reward for a correct answer. What is the best method to estimate changes in body fat during weight loss?,You will receive 100 US dollars for a correct answer. What is the best method to estimate changes in body fat during weight loss?
