ID,Source_ID,Slot,Question_Base,Q_Length,Neutral_Prompt,Reward_Prompt,Money_Prompt
11,12,3,"Five years ago, I was thrice as old as my son and ten years later I shall be twice as old as my son. How old are we now?",120,"Five years ago, I was thrice as old as my son and ten years later I shall be twice as old as my son. How old are we now?","You will receive a great reward for a correct answer. Five years ago, I was thrice as old as my son and ten years later I shall be twice as old as my son. How old are we now?","You will receive 100 US dollars for a correct answer. Five years ago, I was thrice as old as my son and ten years later I shall be twice as old as my son. How old are we now?"
12,14,1,Dave bought a new flat screen TV. The screen was 2 feet wide and 4 feet tall. What is the area of the screen?,109,Dave bought a new flat screen TV. The screen was 2 feet wide and 4 feet tall. What is the area of the screen?,You will receive a great reward for a correct answer. Dave bought a new flat screen TV. The screen was 2 feet wide and 4 feet tall. What is the area of the screen?,You will receive 100 US dollars for a correct answer. Dave bought a new flat screen TV. The screen was 2 feet wide and 4 feet tall. What is the area of the screen?
13,14,2,Two angles of a triangle are the same size. The third angle is 3 times as large as the first. How large are the angles?,119,Two angles of a triangle are the same size. The third angle is 3 times as large as the first. How large are the angles?,You will receive a great reward for a correct answer. Two angles of a triangle are the same size. The third angle is 3 times as large as the first. How large are the angles?,You will receive 100 US dollars for a correct answer. Two angles of a triangle are the same size. The third angle is 3 times as large as the first. How large are the angles?
14,14,4,The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs did each class get?,117,The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs did each class get?,You will receive a great reward for a correct answer. The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs did each class get?,You will receive 100 US dollars for a correct answer. The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs did each class get?
15,15,1,172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many teams can they form?,129,172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many teams can they form?,You will receive a great reward for a correct answer. 172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many teams can they form?,You will receive 100 US dollars for a correct answer. 172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many teams can they form?
16,16,2,"A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?",126,"A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?","You will receive a great reward for a correct answer. A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?","You will receive 100 US dollars for a correct answer. A parking lot has 117 spaces total. If 36 of the spaces have cars in them, what is the ratio of empty spaces to filled spaces?"
17,18,3,"At the fair Rachel spent 2 dollars on rides, 8 dollars on games and 2 dollars on food. How much money did she spend total?",122,"At the fair Rachel spent 2 dollars on rides, 8 dollars on games and 2 dollars on food. How much money did she spend total?","You will receive a great reward for a correct answer. At the fair Rachel spent 2 dollars on rides, 8 dollars on games and 2 dollars on food. How much money did she spend total?","You will receive 100 US dollars for a correct answer. At the fair Rachel spent 2 dollars on rides, 8 dollars on games and 2 dollars on food. How much money did she spend total?"
18,19,1,Mrs. Griffin went to the grocery store with $70. She had $16 left after shopping. How much did Mrs. Griffin spend?,114,Mrs. Griffin went to the grocery store with $70. She had $16 left after shopping. How much did Mrs. Griffin spend?,You will receive a great reward for a correct answer. Mrs. Griffin went to the grocery store with $70. She had $16 left after shopping. How much did Mrs. Griffin spend?,You will receive 100 US dollars for a correct answer. Mrs. Griffin went to the grocery store with $70. She had $16 left after shopping. How much did Mrs. Griffin spend?
19,20,3,"An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice, how much would it have cost them?",126,"An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice, how much would it have cost them?","You will receive a great reward for a correct answer. An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice, how much would it have cost them?","You will receive 100 US dollars for a correct answer. An ice company charged $1.46 for 2 bags of ice. If a convenience store bought 4 bags of ice, how much would it have cost them?"
20,21,3,"9 boys went to water trees. There were 29 trees. If each of them watered the equal amount of trees, how many trees are left?",124,"9 boys went to water trees. There were 29 trees. If each of them watered the equal amount of trees, how many trees are left?","You will receive a great reward for a correct answer. 9 boys went to water trees. There were 29 trees. If each of them watered the equal amount of trees, how many trees are left?","You will receive 100 US dollars for a correct answer. 9 boys went to water trees. There were 29 trees. If each of them watered the equal amount of trees, how many trees are left?"
21,21,4,"John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have?",117,"John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have?","You will receive a great reward for a correct answer. John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have?","You will receive 100 US dollars for a correct answer. John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have?"
22,22,1,Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?,116,Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?,You will receive a great reward for a correct answer. Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?,You will receive 100 US dollars for a correct answer. Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?
23,23,2,"Debby had twelve pounds of flour. If she bought another four pounds, how many pounds would she have total?",106,"Debby had twelve pounds of flour. If she bought another four pounds, how many pounds would she have total?","You will receive a great reward for a correct answer. Debby had twelve pounds of flour. If she bought another four pounds, how many pounds would she have total?","You will receive 100 US dollars for a correct answer. Debby had twelve pounds of flour. If she bought another four pounds, how many pounds would she have total?"
24,23,3,Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone. How much more did the apple cost?,115,Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone. How much more did the apple cost?,You will receive a great reward for a correct answer. Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone. How much more did the apple cost?,You will receive 100 US dollars for a correct answer. Mrs. Hilt spent 25 cents on one caramel apple and 15 cents on one ice cream cone. How much more did the apple cost?
25,23,4,Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there?,129,Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there?,You will receive a great reward for a correct answer. Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there?,You will receive 100 US dollars for a correct answer. Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there?
26,24,2,"Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?",119,"Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?","You will receive a great reward for a correct answer. Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?","You will receive 100 US dollars for a correct answer. Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?"
27,24,4,"Henry was playing tic-tac-toe. He won 2 times, lost 2 times and it was a draw 10 times. How many times did Henry play?",118,"Henry was playing tic-tac-toe. He won 2 times, lost 2 times and it was a draw 10 times. How many times did Henry play?","You will receive a great reward for a correct answer. Henry was playing tic-tac-toe. He won 2 times, lost 2 times and it was a draw 10 times. How many times did Henry play?","You will receive 100 US dollars for a correct answer. Henry was playing tic-tac-toe. He won 2 times, lost 2 times and it was a draw 10 times. How many times did Henry play?"
28,27,3,"A box can hold seven brownies. If a baker made three hundred forty-nine brownies, how many full boxes of brownies did he make?",126,"A box can hold seven brownies. If a baker made three hundred forty-nine brownies, how many full boxes of brownies did he make?","You will receive a great reward for a correct answer. A box can hold seven brownies. If a baker made three hundred forty-nine brownies, how many full boxes of brownies did he make?","You will receive 100 US dollars for a correct answer. A box can hold seven brownies. If a baker made three hundred forty-nine brownies, how many full boxes of brownies did he make?"
29,28,2,"Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?",100,"Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?","You will receive a great reward for a correct answer. Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?","You will receive 100 US dollars for a correct answer. Paige had 2 pencils in her desk, 2 in her backpack and 15 at home. How many pencils does Paige have?"
30,29,3,"Maria was placing her spare change into stacks. Each stack had three coins. If she had five stacks, how many coins did she have?",128,"Maria was placing her spare change into stacks. Each stack had three coins. If she had five stacks, how many coins did she have?","You will receive a great reward for a correct answer. Maria was placing her spare change into stacks. Each stack had three coins. If she had five stacks, how many coins did she have?","You will receive 100 US dollars for a correct answer. Maria was placing her spare change into stacks. Each stack had three coins. If she had five stacks, how many coins did she have?"
31,30,1,"At a farming supply store 2 pounds of seed cost $44.68. If a farmer needed 6 pounds of seeds, how much would it cost him?",121,"At a farming supply store 2 pounds of seed cost $44.68. If a farmer needed 6 pounds of seeds, how much would it cost him?","You will receive a great reward for a correct answer. At a farming supply store 2 pounds of seed cost $44.68. If a farmer needed 6 pounds of seeds, how much would it cost him?","You will receive 100 US dollars for a correct answer. At a farming supply store 2 pounds of seed cost $44.68. If a farmer needed 6 pounds of seeds, how much would it cost him?"
32,31,3,Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?,113,Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?,You will receive a great reward for a correct answer. Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?,You will receive 100 US dollars for a correct answer. Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?
33,33,1,Haley grew sixteen trees in her backyard. After a typhoon five died. How many trees does she have left?,103,Haley grew sixteen trees in her backyard. After a typhoon five died. How many trees does she have left?,You will receive a great reward for a correct answer. Haley grew sixteen trees in her backyard. After a typhoon five died. How many trees does she have left?,You will receive 100 US dollars for a correct answer. Haley grew sixteen trees in her backyard. After a typhoon five died. How many trees does she have left?
34,33,2,"A group of 8 friends were dressing as pirates for Halloween. If each costume cost 5 dollars, how much did they spend?",117,"A group of 8 friends were dressing as pirates for Halloween. If each costume cost 5 dollars, how much did they spend?","You will receive a great reward for a correct answer. A group of 8 friends were dressing as pirates for Halloween. If each costume cost 5 dollars, how much did they spend?","You will receive 100 US dollars for a correct answer. A group of 8 friends were dressing as pirates for Halloween. If each costume cost 5 dollars, how much did they spend?"
35,33,3,Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks. How many did he have to add?,133,Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks. How many did he have to add?,You will receive a great reward for a correct answer. Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks. How many did he have to add?,You will receive 100 US dollars for a correct answer. Adolfo made a tower with thirty-five blocks. He added some more blocks and now he has sixty-five blocks. How many did he have to add?
36,34,2,"A chef had seventy-seven cherries. If he used sixty of them to make a pie, how many cherries would he still have?",113,"A chef had seventy-seven cherries. If he used sixty of them to make a pie, how many cherries would he still have?","You will receive a great reward for a correct answer. A chef had seventy-seven cherries. If he used sixty of them to make a pie, how many cherries would he still have?","You will receive 100 US dollars for a correct answer. A chef had seventy-seven cherries. If he used sixty of them to make a pie, how many cherries would he still have?"
37,35,4,Mrs. Hilt has $10. She spends $3 on a toy truck and $2 on a pencil case. How much money does she have left?,107,Mrs. Hilt has $10. She spends $3 on a toy truck and $2 on a pencil case. How much money does she have left?,You will receive a great reward for a correct answer. Mrs. Hilt has $10. She spends $3 on a toy truck and $2 on a pencil case. How much money does she have left?,You will receive 100 US dollars for a correct answer. Mrs. Hilt has $10. She spends $3 on a toy truck and $2 on a pencil case. How much money does she have left?
38,36,2,"Tom had $19 and he wanted to buy as many folders as he could. If one folder costs $2, how many folders can Tom buy?",115,"Tom had $19 and he wanted to buy as many folders as he could. If one folder costs $2, how many folders can Tom buy?","You will receive a great reward for a correct answer. Tom had $19 and he wanted to buy as many folders as he could. If one folder costs $2, how many folders can Tom buy?","You will receive 100 US dollars for a correct answer. Tom had $19 and he wanted to buy as many folders as he could. If one folder costs $2, how many folders can Tom buy?"
39,36,4,At a restaurant 6 hotdogs cost $8.28 and 7 hamburgers cost $9.24. Which food has the lower unit price?,102,At a restaurant 6 hotdogs cost $8.28 and 7 hamburgers cost $9.24. Which food has the lower unit price?,You will receive a great reward for a correct answer. At a restaurant 6 hotdogs cost $8.28 and 7 hamburgers cost $9.24. Which food has the lower unit price?,You will receive 100 US dollars for a correct answer. At a restaurant 6 hotdogs cost $8.28 and 7 hamburgers cost $9.24. Which food has the lower unit price?
40,38,4,"Edward's dad bought 459 centimeters of string. If he cut the string into 9 equal pieces, what would be the length of each piece?",128,"Edward's dad bought 459 centimeters of string. If he cut the string into 9 equal pieces, what would be the length of each piece?","You will receive a great reward for a correct answer. Edward's dad bought 459 centimeters of string. If he cut the string into 9 equal pieces, what would be the length of each piece?","You will receive 100 US dollars for a correct answer. Edward's dad bought 459 centimeters of string. If he cut the string into 9 equal pieces, what would be the length of each piece?"
41,39,3,"Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made?",129,"Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made?","You will receive a great reward for a correct answer. Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made?","You will receive 100 US dollars for a correct answer. Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made?"
42,43,3,"A librarian had to pack five hundred ninety books into boxes. If each box can hold three books, how many boxes did she need?",124,"A librarian had to pack five hundred ninety books into boxes. If each box can hold three books, how many boxes did she need?","You will receive a great reward for a correct answer. A librarian had to pack five hundred ninety books into boxes. If each box can hold three books, how many boxes did she need?","You will receive 100 US dollars for a correct answer. A librarian had to pack five hundred ninety books into boxes. If each box can hold three books, how many boxes did she need?"
43,43,4,Peter wants to split a collection of pencils into groups of 11. Peter has 154 pencils. How many groups will be created?,119,Peter wants to split a collection of pencils into groups of 11. Peter has 154 pencils. How many groups will be created?,You will receive a great reward for a correct answer. Peter wants to split a collection of pencils into groups of 11. Peter has 154 pencils. How many groups will be created?,You will receive 100 US dollars for a correct answer. Peter wants to split a collection of pencils into groups of 11. Peter has 154 pencils. How many groups will be created?
44,44,4,Adam was painting a picture frame. The frame was 6 inches wide and 9 inches tall. What is the perimeter of the picture frame?,125,Adam was painting a picture frame. The frame was 6 inches wide and 9 inches tall. What is the perimeter of the picture frame?,You will receive a great reward for a correct answer. Adam was painting a picture frame. The frame was 6 inches wide and 9 inches tall. What is the perimeter of the picture frame?,You will receive 100 US dollars for a correct answer. Adam was painting a picture frame. The frame was 6 inches wide and 9 inches tall. What is the perimeter of the picture frame?
45,45,1,For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,103,For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,You will receive a great reward for a correct answer. For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?,You will receive 100 US dollars for a correct answer. For Bianca's birthday 5 of her friends gave her 6 dollars. How much money did she get for her birthday?
46,45,2,A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.,111,A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.,You will receive a great reward for a correct answer. A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.,You will receive 100 US dollars for a correct answer. A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.
47,45,4,The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.,116,The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.,You will receive a great reward for a correct answer. The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.,You will receive 100 US dollars for a correct answer. The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.
48,46,1,"A small school has 42 boys. If the ratio of boys to girls is 7:1, how many students are there total?",100,"A small school has 42 boys. If the ratio of boys to girls is 7:1, how many students are there total?","You will receive a great reward for a correct answer. A small school has 42 boys. If the ratio of boys to girls is 7:1, how many students are there total?","You will receive 100 US dollars for a correct answer. A small school has 42 boys. If the ratio of boys to girls is 7:1, how many students are there total?"
49,47,2,Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,122,Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,You will receive a great reward for a correct answer. Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?,You will receive 100 US dollars for a correct answer. Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are leftover?
50,49,4,"Catherine has 18 bottle caps and 19 blocks. If she shares the bottle caps among 6 friends, how many bottle caps does each friend get?",133,"Catherine has 18 bottle caps and 19 blocks. If she shares the bottle caps among 6 friends, how many bottle caps does each friend get?","You will receive a great reward for a correct answer. Catherine has 18 bottle caps and 19 blocks. If she shares the bottle caps among 6 friends, how many bottle caps does each friend get?","You will receive 100 US dollars for a correct answer. Catherine has 18 bottle caps and 19 blocks. If she shares the bottle caps among 6 friends, how many bottle caps does each friend get?"
51,51,2,Albert is inviting 34 friends to a party. He has 1802 cookies. How many cookies will each friend get?,101,Albert is inviting 34 friends to a party. He has 1802 cookies. How many cookies will each friend get?,You will receive a great reward for a correct answer. Albert is inviting 34 friends to a party. He has 1802 cookies. How many cookies will each friend get?,You will receive 100 US dollars for a correct answer. Albert is inviting 34 friends to a party. He has 1802 cookies. How many cookies will each friend get?
52,51,3,A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.,101,A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.,You will receive a great reward for a correct answer. A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.,You will receive 100 US dollars for a correct answer. A fruit seller bought 75 mangoes and 125 apples from vendor. Find the ratio mangoes to apples bought.
53,52,1,"A truck can hold four boxes. If you needed to move eight hundred seventy-one boxes across town, how many trips would you need to make?",134,"A truck can hold four boxes. If you needed to move eight hundred seventy-one boxes across town, how many trips would you need to make?","You will receive a great reward for a correct answer. A truck can hold four boxes. If you needed to move eight hundred seventy-one boxes across town, how many trips would you need to make?","You will receive 100 US dollars for a correct answer. A truck can hold four boxes. If you needed to move eight hundred seventy-one boxes across town, how many trips would you need to make?"
54,53,3,"A pet store was selling mice 2 for $5.34. If they ended up selling 7 mice, how much money would they have earned?",113,"A pet store was selling mice 2 for $5.34. If they ended up selling 7 mice, how much money would they have earned?","You will receive a great reward for a correct answer. A pet store was selling mice 2 for $5.34. If they ended up selling 7 mice, how much money would they have earned?","You will receive 100 US dollars for a correct answer. A pet store was selling mice 2 for $5.34. If they ended up selling 7 mice, how much money would they have earned?"
55,54,2,Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?,125,Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?,You will receive a great reward for a correct answer. Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?,You will receive 100 US dollars for a correct answer. Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?
56,55,2,"Five years ago, Nancy was thrice as old as Sam. Ten years later, Nancy will be twice as old as Sam. How old are Nancy and Sam?",126,"Five years ago, Nancy was thrice as old as Sam. Ten years later, Nancy will be twice as old as Sam. How old are Nancy and Sam?","You will receive a great reward for a correct answer. Five years ago, Nancy was thrice as old as Sam. Ten years later, Nancy will be twice as old as Sam. How old are Nancy and Sam?","You will receive 100 US dollars for a correct answer. Five years ago, Nancy was thrice as old as Sam. Ten years later, Nancy will be twice as old as Sam. How old are Nancy and Sam?"
57,57,1,"Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left. How many did she spend for the apple?",131,"Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left. How many did she spend for the apple?","You will receive a great reward for a correct answer. Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left. How many did she spend for the apple?","You will receive 100 US dollars for a correct answer. Olivia owned ninety-three pennies. After she bought an apple, she had fifty-six pennies left. How many did she spend for the apple?"
58,58,4,There are 4 squirrels in a tree with 2 nuts. What's the difference of the number of squirrels and nuts over there?,114,There are 4 squirrels in a tree with 2 nuts. What's the difference of the number of squirrels and nuts over there?,You will receive a great reward for a correct answer. There are 4 squirrels in a tree with 2 nuts. What's the difference of the number of squirrels and nuts over there?,You will receive 100 US dollars for a correct answer. There are 4 squirrels in a tree with 2 nuts. What's the difference of the number of squirrels and nuts over there?
59,59,1,"I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.",129,"I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.","You will receive a great reward for a correct answer. I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind.","You will receive 100 US dollars for a correct answer. I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2. Find the number in my mind."
60,59,4,The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,125,The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,You will receive a great reward for a correct answer. The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?,You will receive 100 US dollars for a correct answer. The host prepared nineteen cakes for the party. After the party he had nine left. How many cakes did people eat in the party?
61,60,1,"Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?",101,"Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?","You will receive a great reward for a correct answer. Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?","You will receive 100 US dollars for a correct answer. Kyle has four dimes, one nickel, and one quarter. Does he have enough to buy a book that costs $1.00?"
62,62,1,There were 86 trees in a park. 15 of them died and another 23 of them were cut. How many trees were still left?,111,There were 86 trees in a park. 15 of them died and another 23 of them were cut. How many trees were still left?,You will receive a great reward for a correct answer. There were 86 trees in a park. 15 of them died and another 23 of them were cut. How many trees were still left?,You will receive 100 US dollars for a correct answer. There were 86 trees in a park. 15 of them died and another 23 of them were cut. How many trees were still left?
63,63,2,Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?,129,Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?,You will receive a great reward for a correct answer. Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?,You will receive 100 US dollars for a correct answer. Rebecca wants to split a collection of eggs into groups of 2. Rebecca has 16 eggs and 3 marbles. How many groups will be created?
64,63,4,"Zoe's school sold 620 dollars in raffle tickets. If each ticket cost 4 dollars, how many tickets did they sell?",111,"Zoe's school sold 620 dollars in raffle tickets. If each ticket cost 4 dollars, how many tickets did they sell?","You will receive a great reward for a correct answer. Zoe's school sold 620 dollars in raffle tickets. If each ticket cost 4 dollars, how many tickets did they sell?","You will receive 100 US dollars for a correct answer. Zoe's school sold 620 dollars in raffle tickets. If each ticket cost 4 dollars, how many tickets did they sell?"
