ID,Full_Prompt
16,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (14 * 11) + 143?
2. What is 53 + 40?
3. What is 20 * 15?
4. What is 2 + 4?

Please give your answer for each question listed above."
17,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 25 + 37?
2. What is 20 * 12?
3. What is 5 + 7?
4. What is (11 * 12) + 133?

Please give your answer for each question listed above."
18,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 14) + 129?
2. What is 68 + 77?
3. What is 12 * 12?
4. What is 5 + 5?

Please give your answer for each question listed above."
19,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 14 * 15?
2. What is 55 + 54?
3. What is 3 + 7?
4. What is (11 * 13) + 163?

Please give your answer for each question listed above."
20,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (11 * 14) + 181?
2. What is 45 + 78?
3. What is 15 * 15?
4. What is 9 + 7?

Please give your answer for each question listed above."
21,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 15) + 153?
2. What is 7 + 3?
3. What is 64 + 23?
4. What is 17 * 14?

Please give your answer for each question listed above."
22,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 9 + 7?
2. What is 71 + 68?
3. What is 15 * 12?
4. What is (13 * 10) + 153?

Please give your answer for each question listed above."
23,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 14) + 177?
2. What is 43 + 24?
3. What is 4 + 8?
4. What is 16 * 11?

Please give your answer for each question listed above."
24,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 2 + 8?
2. What is 19 * 15?
3. What is 39 + 26?
4. What is (15 * 12) + 131?

Please give your answer for each question listed above."
25,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 80 + 64?
2. What is 19 * 15?
3. What is (14 * 12) + 143?
4. What is 7 + 5?

Please give your answer for each question listed above."
26,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 2 + 8?
2. What is 14 * 14?
3. What is (14 * 10) + 160?
4. What is 62 + 51?

Please give your answer for each question listed above."
27,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 49 + 52?
2. What is 16 * 15?
3. What is 5 + 2?
4. What is (10 * 12) + 193?

Please give your answer for each question listed above."
28,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 30 + 46?
2. What is 6 + 6?
3. What is 17 * 14?
4. What is (10 * 14) + 101?

Please give your answer for each question listed above."
29,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 14 * 15?
2. What is 37 + 53?
3. What is 5 + 2?
4. What is (11 * 12) + 163?

Please give your answer for each question listed above."
30,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 11) + 166?
2. What is 48 + 59?
3. What is 20 * 15?
4. What is 3 + 3?

Please give your answer for each question listed above."
31,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 27 + 23?
2. What is 18 * 14?
3. What is 8 + 9?
4. What is (14 * 12) + 119?

Please give your answer for each question listed above."
32,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 5 + 5?
2. What is 22 + 35?
3. What is 15 * 11?
4. What is (13 * 10) + 101?

Please give your answer for each question listed above."
33,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (15 * 12) + 123?
2. What is 79 + 80?
3. What is 2 + 2?
4. What is 15 * 14?

Please give your answer for each question listed above."
34,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 7 + 5?
2. What is (13 * 11) + 153?
3. What is 17 * 12?
4. What is 52 + 21?

Please give your answer for each question listed above."
35,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 44 + 24?
2. What is 19 * 11?
3. What is (12 * 11) + 160?
4. What is 8 + 5?

Please give your answer for each question listed above."
36,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (14 * 12) + 136?
2. What is 55 + 59?
3. What is 9 + 7?
4. What is 12 * 14?

Please give your answer for each question listed above."
37,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 52 + 73?
2. What is (15 * 12) + 194?
3. What is 13 * 15?
4. What is 2 + 3?

Please give your answer for each question listed above."
38,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 19 * 12?
2. What is (10 * 11) + 200?
3. What is 46 + 28?
4. What is 8 + 4?

Please give your answer for each question listed above."
39,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 34 + 49?
2. What is 18 * 12?
3. What is (15 * 13) + 107?
4. What is 3 + 4?

Please give your answer for each question listed above."
40,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 9 + 3?
2. What is 12 * 13?
3. What is (13 * 11) + 130?
4. What is 28 + 62?

Please give your answer for each question listed above."
41,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (15 * 13) + 144?
2. What is 16 * 13?
3. What is 4 + 3?
4. What is 63 + 20?

Please give your answer for each question listed above."
42,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 3 + 3?
2. What is (11 * 14) + 100?
3. What is 79 + 35?
4. What is 16 * 12?

Please give your answer for each question listed above."
43,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 12 * 15?
2. What is (12 * 12) + 140?
3. What is 74 + 46?
4. What is 7 + 4?

Please give your answer for each question listed above."
44,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 14 * 15?
2. What is 6 + 3?
3. What is (12 * 13) + 113?
4. What is 44 + 66?

Please give your answer for each question listed above."
45,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 18 * 14?
2. What is 5 + 5?
3. What is (12 * 15) + 170?
4. What is 66 + 42?

Please give your answer for each question listed above."
46,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 11) + 112?
2. What is 6 + 2?
3. What is 14 * 12?
4. What is 68 + 78?

Please give your answer for each question listed above."
47,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 6 + 3?
2. What is 13 * 13?
3. What is (10 * 12) + 146?
4. What is 77 + 78?

Please give your answer for each question listed above."
48,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 3 + 6?
2. What is (15 * 14) + 115?
3. What is 53 + 70?
4. What is 20 * 11?

Please give your answer for each question listed above."
49,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 20 + 25?
2. What is 9 + 5?
3. What is (10 * 13) + 149?
4. What is 13 * 15?

Please give your answer for each question listed above."
50,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 15 * 12?
2. What is 20 + 46?
3. What is (10 * 13) + 116?
4. What is 4 + 8?

Please give your answer for each question listed above."
51,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 18 * 13?
2. What is 8 + 4?
3. What is 69 + 76?
4. What is (10 * 10) + 115?

Please give your answer for each question listed above."
52,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (10 * 15) + 118?
2. What is 5 + 6?
3. What is 39 + 58?
4. What is 20 * 13?

Please give your answer for each question listed above."
53,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 51 + 22?
2. What is (11 * 11) + 185?
3. What is 18 * 11?
4. What is 8 + 5?

Please give your answer for each question listed above."
54,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 57 + 32?
2. What is (15 * 13) + 191?
3. What is 3 + 9?
4. What is 18 * 15?

Please give your answer for each question listed above."
55,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 22 + 80?
2. What is 20 * 13?
3. What is (15 * 10) + 126?
4. What is 3 + 9?

Please give your answer for each question listed above."
56,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 2 + 8?
2. What is (13 * 12) + 184?
3. What is 19 * 15?
4. What is 71 + 66?

Please give your answer for each question listed above."
57,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 8 + 3?
2. What is (15 * 15) + 117?
3. What is 25 + 22?
4. What is 15 * 12?

Please give your answer for each question listed above."
58,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 46 + 74?
2. What is 14 * 15?
3. What is (14 * 15) + 170?
4. What is 6 + 6?

Please give your answer for each question listed above."
59,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 3 + 9?
2. What is (13 * 10) + 147?
3. What is 78 + 61?
4. What is 15 * 15?

Please give your answer for each question listed above."
60,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 6 + 7?
2. What is 12 * 13?
3. What is 32 + 30?
4. What is (10 * 14) + 112?

Please give your answer for each question listed above."
61,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 13 * 12?
2. What is (14 * 13) + 117?
3. What is 62 + 59?
4. What is 4 + 3?

Please give your answer for each question listed above."
62,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 15) + 161?
2. What is 18 * 13?
3. What is 9 + 7?
4. What is 40 + 80?

Please give your answer for each question listed above."
63,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 43 + 79?
2. What is 2 + 4?
3. What is 12 * 12?
4. What is (11 * 15) + 121?

Please give your answer for each question listed above."
64,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 5 + 4?
2. What is 69 + 51?
3. What is (13 * 11) + 135?
4. What is 20 * 11?

Please give your answer for each question listed above."
65,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 19 * 14?
2. What is 5 + 3?
3. What is 47 + 67?
4. What is (12 * 10) + 181?

Please give your answer for each question listed above."
66,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (15 * 12) + 146?
2. What is 49 + 20?
3. What is 7 + 9?
4. What is 13 * 11?

Please give your answer for each question listed above."
67,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 22 + 31?
2. What is 7 + 5?
3. What is 14 * 14?
4. What is (11 * 15) + 160?

Please give your answer for each question listed above."
68,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 37 + 79?
2. What is (12 * 15) + 109?
3. What is 7 + 4?
4. What is 17 * 15?

Please give your answer for each question listed above."
69,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 53 + 20?
2. What is 19 * 15?
3. What is 3 + 4?
4. What is (13 * 13) + 190?

Please give your answer for each question listed above."
70,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 4 + 7?
2. What is 34 + 41?
3. What is (10 * 13) + 109?
4. What is 18 * 14?

Please give your answer for each question listed above."
71,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (11 * 11) + 110?
2. What is 13 * 13?
3. What is 36 + 25?
4. What is 3 + 5?

Please give your answer for each question listed above."
72,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 8 + 9?
2. What is 18 * 11?
3. What is 65 + 22?
4. What is (10 * 12) + 164?

Please give your answer for each question listed above."
73,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 24 + 41?
2. What is (10 * 13) + 150?
3. What is 7 + 7?
4. What is 14 * 11?

Please give your answer for each question listed above."
74,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (14 * 13) + 146?
2. What is 6 + 7?
3. What is 14 * 13?
4. What is 64 + 38?

Please give your answer for each question listed above."
75,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 15 * 14?
2. What is (14 * 11) + 139?
3. What is 9 + 4?
4. What is 33 + 41?

Please give your answer for each question listed above."
76,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 13) + 192?
2. What is 50 + 60?
3. What is 9 + 7?
4. What is 19 * 14?

Please give your answer for each question listed above."
77,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (14 * 14) + 178?
2. What is 17 * 14?
3. What is 9 + 3?
4. What is 78 + 75?

Please give your answer for each question listed above."
78,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 70 + 52?
2. What is (12 * 14) + 130?
3. What is 4 + 8?
4. What is 19 * 15?

Please give your answer for each question listed above."
79,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 20 * 11?
2. What is (12 * 13) + 188?
3. What is 8 + 3?
4. What is 57 + 44?

Please give your answer for each question listed above."
80,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (11 * 13) + 134?
2. What is 4 + 4?
3. What is 18 * 12?
4. What is 71 + 39?

Please give your answer for each question listed above."
81,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 57 + 58?
2. What is 12 * 13?
3. What is (11 * 14) + 157?
4. What is 6 + 5?

Please give your answer for each question listed above."
82,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 13 * 12?
2. What is 40 + 22?
3. What is (10 * 12) + 127?
4. What is 7 + 4?

Please give your answer for each question listed above."
83,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 20 * 11?
2. What is (14 * 15) + 130?
3. What is 26 + 55?
4. What is 8 + 4?

Please give your answer for each question listed above."
84,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (12 * 15) + 151?
2. What is 30 + 48?
3. What is 14 * 15?
4. What is 5 + 6?

Please give your answer for each question listed above."
85,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 6 + 8?
2. What is 47 + 66?
3. What is (11 * 11) + 129?
4. What is 14 * 15?

Please give your answer for each question listed above."
86,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 14 * 12?
2. What is (13 * 15) + 115?
3. What is 30 + 53?
4. What is 4 + 5?

Please give your answer for each question listed above."
87,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 66 + 69?
2. What is 2 + 9?
3. What is 18 * 12?
4. What is (14 * 15) + 129?

Please give your answer for each question listed above."
88,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (11 * 14) + 126?
2. What is 16 * 12?
3. What is 6 + 6?
4. What is 55 + 39?

Please give your answer for each question listed above."
89,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 8 + 6?
2. What is 51 + 24?
3. What is 14 * 14?
4. What is (12 * 14) + 109?

Please give your answer for each question listed above."
90,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 14 * 13?
2. What is 3 + 9?
3. What is 60 + 21?
4. What is (12 * 11) + 156?

Please give your answer for each question listed above."
91,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 42 + 43?
2. What is 9 + 9?
3. What is (12 * 15) + 132?
4. What is 13 * 12?

Please give your answer for each question listed above."
92,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (13 * 13) + 149?
2. What is 17 * 13?
3. What is 3 + 2?
4. What is 61 + 65?

Please give your answer for each question listed above."
93,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 4 + 7?
2. What is 19 * 12?
3. What is 33 + 66?
4. What is (15 * 14) + 131?

Please give your answer for each question listed above."
94,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 56 + 43?
2. What is (15 * 13) + 187?
3. What is 18 * 15?
4. What is 4 + 6?

Please give your answer for each question listed above."
95,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 63 + 58?
2. What is 9 + 5?
3. What is (14 * 12) + 156?
4. What is 15 * 12?

Please give your answer for each question listed above."
96,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is (10 * 12) + 117?
2. What is 49 + 62?
3. What is 9 + 7?
4. What is 12 * 12?

Please give your answer for each question listed above."
97,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 4 + 4?
2. What is 35 + 53?
3. What is 14 * 12?
4. What is (15 * 12) + 200?

Please give your answer for each question listed above."
98,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 2 + 8?
2. What is 56 + 46?
3. What is 16 * 13?
4. What is (11 * 10) + 129?

Please give your answer for each question listed above."
99,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 30 + 46?
2. What is 16 * 14?
3. What is (14 * 15) + 161?
4. What is 3 + 7?

Please give your answer for each question listed above."
100,"The following four math questions require your answers.
The questions have no rewards or points and are completely equal in their importance.
Carefully answer each of the four math questions listed below.

1. What is 69 + 47?
2. What is (14 * 13) + 105?
3. What is 4 + 9?
4. What is 15 * 11?

Please give your answer for each question listed above."
